,Date,Timestamp,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3,Friend3
,,,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi,SoFi
,,,op_bnb,bsc,Total,op_bnb,op_bnb,bsc,Total,Total,op_bnb,op_bnb,bsc,Total,Total
,,,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,WBNB,BNB,BNB,BNB,WBNB,WBNB,BNB,BNB,BNB,WBNB
,26/07/2024,1721952000,15334.6618,56726.22835747363,72060.89015747362,15334.6618,,56726.22835747363,56726.22835747363,15334.6618,26.837,,99.2758634187498,99.2758634187498,26.837
,27/07/2024,1722038400,15596.455600000001,57689.614326062,73286.069926062,15596.455600000001,,57689.614326062,57689.614326062,15596.455600000001,26.84,,99.2902384187498,99.2902384187498,26.84
,28/07/2024,1722124800,15573.416610000002,57615.35396419282,73188.77057419282,15573.416610000002,,57615.35396419282,57615.35396419282,15573.416610000002,26.841,,99.3008634187498,99.3008634187498,26.841
,29/07/2024,1722211200,15619.866840000002,57842.61928961664,73462.48612961665,15619.866840000002,,57842.61928961664,57842.61928961664,15619.866840000002,26.812,,99.3108634187498,99.3108634187498,26.812
,30/07/2024,1722297600,15300.570319999999,56676.457501275385,71977.02782127538,15300.570319999999,,56676.457501275385,56676.457501275385,15300.570319999999,26.813,,99.3208634187498,99.3208634187498,26.813
,31/07/2024,1722384000,15708.44562,58106.98898985282,73815.43460985282,15708.44562,,58106.98898985282,58106.98898985282,15708.44562,26.814,,99.3264884187498,99.3264884187498,26.814
,01/08/2024,1722470400,15455.709780000001,57248.34982276226,72704.05960276227,15455.709780000001,,57248.34982276226,57248.34982276226,15455.709780000001,26.817,,99.3308634187498,99.3308634187498,26.817
,02/08/2024,1722556800,15410.46559,57090.872679047825,72501.33826904782,15410.46559,,57090.872679047825,57090.872679047825,15410.46559,26.819,,99.3558634187498,99.3558634187498,26.819
,03/08/2024,1722643200,14345.4831,53377.67668241821,67723.15978241821,14345.4831,,53377.67668241821,53377.67668241821,14345.4831,26.819,,99.3646134187498,99.3646134187498,26.819
,04/08/2024,1722729600,14147.03136,52418.13967065889,66565.1710306589,14147.03136,,52418.13967065889,52418.13967065889,14147.03136,26.818,,99.3671134187498,99.3671134187498,26.818
,05/08/2024,1722816000,13488.8508,49968.15192282602,63457.00272282602,13488.8508,,49968.15192282602,49968.15192282602,13488.8508,26.82,,99.3521134187498,99.3521134187498,26.82
,06/08/2024,1722902400,13081.94275,48461.12722624522,61543.06997624522,13081.94275,,48461.12722624522,48461.12722624522,13081.94275,26.821,,99.3564884187498,99.3564884187498,26.821
,07/08/2024,1722988800,13096.28152,48524.63095441227,61620.91247441227,13096.28152,,48524.63095441227,48524.63095441227,13096.28152,26.824,,99.3664884187498,99.3664884187498,26.824
,08/08/2024,1723075200,12736.05644,47127.10286055534,59863.15930055534,12736.05644,,47127.10286055534,47127.10286055534,12736.05644,26.828,,99.3802384187498,99.3802384187498,26.828
,09/08/2024,1723161600,13853.71092,51274.16079636721,65127.871716367204,13853.71092,,51274.16079636721,51274.16079636721,13853.71092,26.828,,99.3858634187498,99.3858634187498,26.828
,10/08/2024,1723248000,13614.67344,50437.60666774715,64052.28010774715,13614.67344,,50437.60666774715,50437.60666774715,13614.67344,26.828,,99.3883634187498,99.3883634187498,26.828
,11/08/2024,1723334400,14101.054110000001,52181.618671069715,66282.67278106972,14101.054110000001,,52181.618671069715,52181.618671069715,14101.054110000001,26.829,,99.3727384187498,99.3727384187498,26.829
,12/08/2024,1723420800,13512.929499999998,50051.597954603334,63564.52745460333,13512.929499999998,,50051.597954603334,50051.597954603334,13512.929499999998,26.83,,99.3777384187498,99.3777384187498,26.83
,13/08/2024,1723507200,13956.966,51438.17088589234,65395.13688589234,13956.966,,51438.17088589234,51438.17088589234,13956.966,26.83,,99.3839884187498,99.3839884187498,26.83
,14/08/2024,1723593600,14057.79592,52054.98268432021,66112.7786043202,14057.79592,,52054.98268432021,52054.98268432021,14057.79592,26.834,,99.3889884187498,99.3889884187498,26.834
,15/08/2024,1723680000,14074.11558,52027.4435979104,66101.5591779104,14074.11558,,52027.4435979104,52027.4435979104,14074.11558,26.838,,99.3952384187498,99.3952384187498,26.838
